name,ascents,grade,popularity,popularity_std,elo,elo_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
N.N. (Block 12 Nr.1),4,6A,0.2402,0.7450,-5.1590,0.9616,12.730,9.526,15.934,6A+,-0.730
Flat Screen,2,7B,1.9302,1.8448,5.1061,0.7802,30.180,27.581,32.780,30.180451345276484,-10.180
Steini Christmas,5,8A,0.9603,1.1962,0.8916,0.9595,23.016,19.819,26.213,7C+,+0.984
Swiss Corner (assis),4,7C,1.5433,1.4902,2.4257,1.0490,25.624,22.128,29.119,8B,-3.624
Flash Gordon,51,6B,0.0410,0.2938,-3.8897,0.4078,14.888,13.529,16.246,6B+,-0.888
Operatore ecologico,41,6B,0.0863,0.3278,-1.3657,0.5211,19.178,17.442,20.915,7A+,-5.178
Robin,12,7C+,3.7533,1.2190,0.9177,0.6262,23.060,20.973,25.147,7C+,-0.060
Böllerhur,4,7A,1.1035,0.8287,-0.2107,0.9357,21.142,18.024,24.260,7B+,-3.142
No pain no gain,2,7B+,0.5993,1.2587,1.9203,1.1023,24.765,21.092,28.438,8A+,-3.765
Fairplay,67,7C,3.2741,0.4722,0.5829,0.3403,22.491,21.357,23.625,7C,-0.491
Low Purity deep,2,7C,1.1248,1.1651,0.4651,0.9923,22.291,18.984,25.597,7C,-0.291
saludos amigos,4,7B+,1.2326,1.0183,3.4892,0.5846,27.432,25.484,29.379,8B+,-6.432
super size me left,1,7C,0.8497,2.2972,5.5958,1.1362,31.013,27.227,34.799,31.012863806168873,-9.013
N.N. (Boulder 1.a Panoramico),1,6B,0.7945,1.9912,6.3516,1.2130,32.298,28.256,36.339,32.297671821600716,-18.298
Particelle elementari,90,7A,1.7043,0.3152,-0.3544,0.2677,20.898,20.006,21.790,7B+,-2.898
Schlonziges Wiener Schmankerl,133,8A,5.5298,0.4496,1.0605,0.1892,23.303,22.673,23.933,7C+,+0.697
The shield 2.0,7,8A,4.5380,1.6790,2.5833,0.7085,25.892,23.531,28.252,8B,-1.892
Hard Times,2,7C+,1.8901,1.8627,5.0095,1.0930,30.016,26.374,33.658,30.01622976926716,-7.016
Sweeney Todd,2,7C,0.9950,1.6176,4.1413,1.0209,28.540,25.139,31.942,8C+,-6.540
Pane e Cioccolato,12,7B,3.7911,1.4311,0.6020,0.6480,22.523,20.364,24.683,7C+,-2.523
dreamtime stand reclimbed,1,8A+,0.3462,1.4050,4.8290,1.2056,29.709,25.692,33.726,29.709348921975185,-4.709
Aquaman,8,8A,4.6992,1.3979,4.3116,0.3973,28.830,27.506,30.153,8C+,-4.830
N.N. (Block 9 Nr.5),1,5B,0.2329,1.9572,3.3701,1.1191,27.229,23.500,30.958,8B+,-17.229
Eiskalt,18,7B+,1.1363,0.5390,0.5882,0.5548,22.500,20.651,24.349,7C+,-1.500
N.N. (Block 17),2,6C+,2.6525,1.9931,1.3288,1.3888,23.759,19.132,28.386,8A,-6.759
Tea Finger,15,7B+,0.9392,0.7199,0.5100,0.5324,22.367,20.593,24.141,7C,-1.367
Pro Touch,25,8B,5.8821,1.0515,3.0853,0.3948,26.745,25.430,28.060,8B+,-0.745
Diabolik,29,7C,5.5820,1.2137,1.3618,0.3617,23.815,22.610,25.020,8A,-1.815
Budino Rammollito,7,7B+,0.8380,0.5676,2.2176,0.7076,25.270,22.912,27.628,8A+,-4.270
Ultima chance,28,6C+,0.3874,0.4190,-3.6166,0.4402,15.352,13.885,16.818,6B+,+1.648
Sex and the City left,51,6C,3.0723,0.6008,-1.5757,0.3649,18.821,17.605,20.037,7A+,-2.821
rosswel,1,8A+,0.8595,1.3844,4.8969,1.0870,29.825,26.203,33.447,29.82481089807421,-4.825
La nove va,1,7C+,2.1067,2.0413,5.7728,1.0795,31.314,27.717,34.911,31.313822421806574,-8.314
Pinot Noir,23,7A+,0.3609,0.4060,-1.4144,0.6010,19.095,17.093,21.098,7A+,-0.095
Blue Lagoon,47,8A,3.8269,0.5570,1.6689,0.3623,24.337,23.130,25.544,8A,-0.337
paese,1,7A,0.0506,1.8107,4.5676,1.2540,29.265,25.086,33.443,8C+,-11.265
The shield 2.0 sit,6,8A,4.1648,1.2347,3.0904,0.7761,26.754,24.168,29.340,8B+,-2.754
Sharba Barbie,1,7A,1.2109,1.9096,3.0412,1.1308,26.670,22.902,30.438,8B+,-8.670
Magic Mushrooms,11,7B,0.1973,0.5672,1.4847,0.7219,24.024,21.619,26.429,8A,-4.024
the pocket line,2,7C+,3.1846,2.3860,6.2105,0.9989,32.058,28.730,35.386,32.05792817742146,-9.058
Arcadia Sit,2,7C+,2.7883,1.5646,3.8173,0.9079,27.989,24.964,31.015,8C,-4.989
Conquistador Direct,20,8B,4.6702,0.9997,3.4533,0.3335,27.371,26.259,28.482,8B+,-1.371
Nangaparbat Nordostkante,21,7A+,5.2572,1.3672,0.2795,0.6168,21.975,19.920,24.030,7C,-2.975
Voco dalla cantina,1,7B+,0.5801,1.9598,4.6970,1.2366,29.485,25.364,33.605,8C+,-8.485
"N.N. (Block 7 , Nr. 2)",3,7C,2.3430,1.7356,1.3963,0.8287,23.874,21.112,26.635,8A,-1.874
Dyno,38,7B,2.4155,0.4669,1.2240,0.3222,23.581,22.507,24.655,8A,-3.581
Vitaminenmonster,1,7C+,2.2552,2.3583,5.8650,1.0009,31.471,28.136,34.805,31.470512996816588,-8.471
Gift,3,7C,1.1025,1.2085,3.9507,0.5862,28.216,26.263,30.169,8C,-6.216
Dr. Multifit,9,7B,0.1191,0.6632,1.5154,0.6319,24.076,21.971,26.182,8A,-4.076
Minisex sit,63,7C+,5.6874,0.8291,2.1713,0.2457,25.191,24.373,26.010,8A+,-2.191
Willi on Fire,141,7A,1.4902,0.2153,-3.7992,0.2160,15.041,14.322,15.761,6B+,+2.959
Ginsana,11,7A+,0.2063,0.6792,0.7641,0.5955,22.799,20.815,24.783,7C+,-3.799
Rosswell,4,8A+,3.2832,1.5740,4.6993,0.5768,29.489,27.567,31.411,8C+,-4.489
Kingda Ka,21,8B,7.3954,1.2945,2.0681,0.5239,25.016,23.270,26.761,8A+,+0.984
Time Machine,83,7B,2.9821,0.4146,-1.6657,0.2981,18.668,17.675,19.662,7A+,+1.332
Henkelhangel,3,7A+,0.5225,1.1432,3.6314,0.8157,27.673,24.956,30.391,8C,-8.673
Go hard or go home,12,7A,1.1301,0.7805,-0.6106,0.7234,20.462,18.052,22.872,7B,-2.462
Dick und Doff,2,8A,2.3125,1.4882,5.2578,0.7844,30.438,27.825,33.052,30.43831903106105,-6.438
Franz Josef slab,1,7A+,0.5386,1.7364,4.5329,1.2659,29.206,24.988,33.424,8C+,-10.206
Dark Side of the Moon sit,2,7C+,2.4602,2.3012,3.9784,0.9379,28.263,25.138,31.388,8C,-5.263
Cruel,2,8A+,0.3095,1.2430,4.7141,1.0120,29.514,26.142,32.886,29.513905741997466,-4.514
Blinded by the Light,28,8B,6.0877,1.2310,2.9908,0.3446,26.584,25.436,27.733,8B+,-0.584
Ein Winter im Eis,11,7C,0.8675,0.6971,1.8237,0.6432,24.600,22.457,26.743,8A+,-2.600
Swinger Party,21,7C,1.1183,0.5136,1.6248,0.3677,24.262,23.037,25.487,8A,-2.262
Diagonale,4,7A,1.1023,1.1338,-0.0876,1.0679,21.351,17.793,24.909,7B+,-3.351
Diabolik Machine,3,7C+,3.9090,1.7451,2.5512,0.8770,25.837,22.915,28.759,8B,-2.837
"Signor ""g""",32,7C,2.7178,0.6861,0.2341,0.4690,21.898,20.335,23.461,7C,+0.102
nobody ist der gröbte,2,8A,2.5647,2.1365,6.2425,1.0929,32.112,28.471,35.754,32.112294650687275,-8.112
The Kingdom,15,8C,7.1861,1.4778,4.1420,0.4630,28.541,26.999,30.084,8C+,-0.541
Freccia tricolore,19,7C,3.1190,0.9150,1.5017,0.4051,24.053,22.703,25.403,8A,-2.053
Brechstange,211,7C,5.3396,0.3826,-0.1362,0.1558,21.269,20.750,21.788,7B+,+0.731
walking on sunshine,6,7C,0.8069,0.8707,2.8110,0.7416,26.279,23.808,28.750,8B,-4.279
Conquistador,15,8A+,6.1810,1.3121,3.5455,0.4023,27.527,26.187,28.868,8C,-2.527
royal,57,7A,1.2683,0.2988,-0.4667,0.3055,20.707,19.689,21.725,7B+,-2.707
Marlyn Monroe,2,8A,3.7616,1.9112,4.9766,0.7350,29.960,27.511,32.409,29.96030200530075,-5.960
Rosa maialino,13,8A,6.7483,1.4085,1.7057,0.5416,24.400,22.595,26.204,8A,-0.400
Spampezia,4,7C,1.2605,1.5318,0.2130,0.8119,21.862,19.157,24.567,7C,+0.138
Rotkehlchentraverse,49,7C+,2.1823,0.3738,-0.0688,0.3728,21.383,20.141,22.625,7B+,+1.617
N.N. (Boulder 1.c Panoramico),1,6A,0.6333,2.3413,5.9126,1.4292,31.551,26.789,36.314,31.55141889377535,-19.551
N.N. 8 (a),1,6A,1.0751,1.9204,5.9858,1.3111,31.676,27.307,36.044,31.67586820069754,-19.676
N.N. (Boulder 8.d versante grotta),1,7A,0.9088,2.1971,6.2005,1.2937,32.041,27.730,36.351,32.04077286849176,-14.041
Eva Kant,24,7C+,5.9928,1.3495,0.9830,0.4383,23.171,21.711,24.631,7C+,-0.171
Mowgli,73,6C+,1.3707,0.3292,-2.9905,0.2946,16.416,15.435,17.398,6C,+0.584
Ghem fam,3,7B+,0.6508,1.1629,3.3959,0.8724,27.273,24.366,30.180,8B+,-6.273
Delusion of grandeur,118,8A+,8.2549,1.1062,2.2434,0.2065,25.314,24.626,26.002,8A+,-0.314
Nobody ist der grobte,5,7B+,1.2481,0.6722,3.5269,0.6983,27.496,25.169,29.823,8B+,-6.496
On the off chance of success,8,7A+,1.5724,1.0069,-0.5992,0.8430,20.481,17.672,23.290,7B,-1.481
The Anchor Punch,1,8A,1.4503,1.9534,5.3251,1.1718,30.553,26.648,34.457,30.552723329143486,-6.553
Never ending story slab,4,6C+,1.6512,1.0822,2.7011,0.8323,26.092,23.319,28.865,8B,-9.092
La Pelle,1,8A+,2.9747,2.3780,5.8149,1.1222,31.385,27.646,35.125,31.385367087178913,-6.385
Entwash,377,8A,9.8618,0.9516,0.5895,0.1347,22.502,22.053,22.951,7C+,+1.498
grizzly,1,7C+,1.7564,1.9371,5.0558,1.2999,30.095,25.764,34.426,30.094925750283092,-7.095
Il brillo parlante,22,7C,5.1812,1.0411,2.1688,0.2832,25.187,24.243,26.131,8A+,-3.187
Made in Ticino,99,7C,4.3679,0.4952,1.0221,0.2167,23.238,22.516,23.959,7C+,-1.238
Terranova,23,7C,5.8649,1.3642,2.3947,0.4154,25.571,24.187,26.955,8B,-3.571
Big Ben,157,7A,5.9839,0.9185,-2.8546,0.2118,16.647,15.941,17.353,6C+,+1.353
Cameltrophy Sitzstart,8,8A,2.8512,1.6562,4.6522,0.5298,29.409,27.643,31.174,8C+,-5.409
N.N. (Block 17 Nr.2),2,5B,0.0262,2.0230,3.1643,1.3749,26.879,22.298,31.460,8B+,-16.879
From the Jug to the Sunshine,5,7C+,3.4627,1.1386,4.6633,0.5544,29.428,27.580,31.275,8C+,-6.428
Dos canones,20,7B+,0.8832,0.5590,1.1984,0.5236,23.537,21.792,25.282,8A,-2.537
Der Nobody ist der Grösste,2,8A,2.2638,1.8768,4.9509,0.7711,29.916,27.347,32.486,29.916495464300176,-5.916
julia's labirint,7,7C+,4.3921,1.5718,3.4436,0.4571,27.354,25.831,28.877,8B+,-4.354
Charon's Obolus,6,8B,3.9049,1.7797,2.1634,0.8004,25.178,22.511,27.845,8A+,+0.822
ottantadue,41,8A,5.5203,0.6636,2.1862,0.3326,25.217,24.108,26.325,8A+,-1.217
Aurora boreale,10,7B,0.5670,0.9023,2.2179,0.5386,25.270,23.476,27.065,8A+,-5.270
Würger,1,7B,0.9852,1.9371,2.7700,1.5124,26.209,21.170,31.248,8B,-6.209
Suworow direct,49,7C+,7.0043,1.3451,1.1151,0.3782,23.396,22.136,24.656,7C+,-0.396
Octopussy+Jack Daniels,1,8A+,2.4138,2.4053,7.0397,1.0602,33.467,29.935,37.000,33.467471632270886,-8.467
Rivers side,16,6B,0.7580,0.5642,-2.8656,0.6193,16.628,14.565,18.692,6C+,-2.628
Sumatra,1,8A,0.7603,2.0985,4.3212,1.2283,28.846,24.753,32.939,8C+,-4.846
Lascia ogni speranza,1,7C,0.3038,2.3596,4.4529,1.2054,29.070,25.054,33.086,8C+,-7.070
Insanity of Grandeur,13,8B+,6.0206,1.5764,4.4704,0.4403,29.100,27.632,30.567,8C+,-2.100
Through the Fire and the Flames,9,8A+,3.9430,1.4133,3.3732,0.5229,27.234,25.492,28.977,8B+,-2.234
Sloper dir einen,15,7A,2.3698,0.7100,-1.5421,0.6385,18.878,16.751,21.006,7A+,-0.878
Dadumpa,3,7B,0.6169,1.0728,0.6790,0.9945,22.654,19.341,25.968,7C+,-2.654
Breaking Back,55,7B+,6.9642,1.3763,-0.3275,0.2971,20.943,19.953,21.933,7B+,+0.057
Sun is shining,27,6C,0.6722,0.5877,-2.1313,0.5114,17.877,16.173,19.581,7A,-1.877
Juno Reactor,4,7C,2.4540,1.0859,4.7666,0.6658,29.603,27.385,31.822,29.603289375325797,-7.603
Paradeplatz,2,8A,1.3516,2.0833,3.8416,1.0004,28.031,24.697,31.364,8C,-4.031
Lucy,87,8A,8.4828,1.1843,0.5782,0.2227,22.483,21.741,23.225,7C,+1.517
La deliranza,23,7C,2.3726,0.6257,1.9900,0.3791,24.883,23.620,26.146,8A+,-2.883
Pet terapie (sd),195,7B+,4.0460,0.3638,-0.2784,0.1685,21.027,20.465,21.588,7B+,-0.027
Fight or flight,8,7A,1.7771,0.8637,0.1505,1.0252,21.756,18.340,25.172,7C,-3.756
Jump next to Intermezzo,9,7C,5.1265,1.6681,3.9717,0.4101,28.252,26.885,29.618,8C,-6.252
Colpo di fulmine,17,7C+,6.0333,1.4691,2.6619,0.4964,26.025,24.371,27.679,8B,-3.025
Bridge over troubled waters stand,59,7A+,1.4081,0.3275,-0.7153,0.4006,20.284,18.949,21.619,7B,-1.284
Intermezzo Dyno,3,7C,0.6664,1.1809,3.7359,0.7187,27.851,25.456,30.246,8C,-5.851
Whirlpool,4,8A,1.5849,0.9880,4.2780,0.7847,28.773,26.158,31.387,8C+,-4.773
roof around corner from shield 2.0,1,7C+,3.8174,2.4819,5.1996,1.0342,30.339,26.893,33.785,30.339329318829638,-7.339
Badman direkt,1,8A,0.7822,2.2227,4.0055,1.4590,28.309,23.448,33.171,8C,-4.309
Second Life,135,8A+,8.2194,1.1400,1.4097,0.1830,23.897,23.287,24.506,8A,+1.103
L'ombre du vent stand,4,8A,2.7874,1.1905,2.5532,0.9993,25.841,22.511,29.170,8B,-1.841
Spigolo verde,10,7C+,2.4615,1.0263,2.7528,0.5800,26.180,24.247,28.112,8B,-3.180
Green Fingers Asterisk,1,7C+,3.1603,2.3310,4.8176,0.9163,29.690,26.637,32.743,29.689968820390327,-6.690
road to permission,35,7C+,2.3035,0.3710,1.3232,0.3557,23.749,22.564,24.935,8A,-0.749
Souvinir,1,8A,0.5572,1.6383,4.9370,1.0717,29.893,26.322,33.464,29.892979340463306,-5.893
Forever More sit,83,8A+,7.1718,0.8873,1.7664,0.2321,24.503,23.729,25.276,8A+,+0.497
The North Sail,16,8A+,5.3558,1.2056,3.2833,0.4637,27.082,25.537,28.627,8B+,-2.082
Cosmic Chaos Stand,3,8B,1.5711,1.6747,2.9090,0.8126,26.445,23.738,29.153,8B,-0.445
La Pelle Right,2,7B+,0.6008,1.3729,3.8131,0.9021,27.982,24.976,30.988,8C,-6.982
street performers,4,7A+,0.5069,1.0903,2.9788,0.7037,26.564,24.219,28.909,8B+,-7.564
Archengemma,9,8A,3.9612,1.5409,3.9006,0.4965,28.131,26.477,29.785,8C,-4.131
Atlantis,405,7C,6.9485,0.4970,-0.5360,0.1165,20.589,20.201,20.977,7B+,+1.411
La planche,208,7C+,6.2187,0.6333,-0.2355,0.2108,21.100,20.397,21.802,7B+,+1.900
Teamwork Stand,43,7B,1.1254,0.3697,-0.0240,0.3857,21.459,20.174,22.744,7B+,-1.459
Morene,1,7C,2.0859,2.3874,3.5369,1.3771,27.513,22.924,32.101,8C,-5.513
Mega fizzo,1,6B+,0.2776,1.8736,4.8867,1.4208,29.807,25.073,34.542,29.807462880675494,-14.807
Sollbruchstelle,68,7B,1.9594,0.3814,-0.0715,0.3003,21.378,20.378,22.379,7B+,-1.378
Blanking Practice,15,7C,1.4303,0.6166,2.1397,0.5178,25.137,23.412,26.863,8A+,-3.137
Beach Mantle,116,6C,1.4698,0.2681,-2.6997,0.2701,16.911,16.011,17.811,6C+,-0.911
Worthless Everything,1,7C+,0.0762,1.7992,4.1471,1.3209,28.550,24.149,32.951,8C+,-5.550
Last samurai,13,8A,5.7158,1.4484,3.7522,0.4942,27.879,26.232,29.525,8C,-3.879
Wrap artist,20,8A,2.8097,0.6959,2.5263,0.3802,25.795,24.528,27.061,8B,-1.795
Deus Sol Elagabalus,3,7C+,0.9090,1.1759,4.3776,0.8384,28.942,26.148,31.736,8C+,-5.942
The Great Shark Hunt,43,8A+,6.9835,1.0321,3.2187,0.2649,26.972,26.089,27.854,8B+,-1.972
Murphy's Law,3,7C,2.5373,1.2650,4.8213,0.7647,29.696,27.148,32.244,29.6962813071582,-7.696
Slow down,28,8A,4.6319,0.8726,2.9644,0.3174,26.540,25.482,27.597,8B+,-2.540
"Gaht nöd, gits nöd",8,7A,0.4191,0.7103,-0.6730,0.7857,20.356,17.738,22.974,7B,-2.356
Confession of a Crap Artist Low,24,8A,5.6028,1.2688,3.3530,0.3300,27.200,26.101,28.299,8B+,-3.200
Pappa Razzi,1,7A,1.5580,1.7624,4.3016,1.0412,28.813,25.343,32.282,8C+,-10.813
First Class,5,8A+,4.5524,1.5529,4.5325,0.5916,29.205,27.234,31.177,8C+,-4.205
La Fattanza,1,8A+,0.6710,1.8063,5.7746,1.1021,31.317,27.645,34.989,31.316847248239547,-6.317
The Barbarians were helpless,3,8A,0.3434,1.5504,4.9370,1.0401,29.893,26.427,33.358,29.892901843680253,-5.893
The Crack Line,20,8B,5.1422,1.0817,3.8915,0.4404,28.116,26.648,29.583,8C,-2.116
Cliques a claques,2,7B+,2.1011,2.4298,5.4465,0.9704,30.759,27.526,33.993,30.759033398699856,-9.759
Podemos,10,8B,4.9699,1.2815,4.3187,0.4663,28.842,27.288,30.396,8C+,-2.842
Keine Ahnung,1,7B,0.9465,1.7431,0.7793,1.1734,22.825,18.915,26.735,7C+,-2.825
Flash Gordon,4,7B,1.4008,0.8871,1.8646,0.8628,24.670,21.795,27.545,8A+,-4.670
Dr small,7,7A,0.4380,0.7040,2.1181,0.5839,25.101,23.155,27.046,8A+,-7.101
3 Cane,9,8A,3.2684,1.1112,4.0872,0.5130,28.448,26.739,30.158,8C,-4.448
Double Clutch,7,8A,4.4388,1.0011,4.3609,0.3804,28.914,27.646,30.181,8C+,-4.914
Supersize me,59,7C,2.7120,0.4662,-0.2754,0.3131,21.032,19.989,22.075,7B+,+0.968
Collateral,14,8B,6.1272,1.2220,4.3284,0.4588,28.858,27.330,30.387,8C+,-2.858
Guilty of the Hilti,41,8A+,7.2323,1.2966,3.3022,0.2705,27.114,26.212,28.015,8B+,-2.114
Dopeshow Alt,1,7A,0.1686,1.2812,3.7065,0.8960,27.801,24.816,30.787,8C,-9.801
Dr. Frost,1,7C,1.1816,1.5735,2.8888,1.2299,26.411,22.313,30.509,8B,-4.411
Kit dynamite,25,8A,5.2335,1.1205,3.1519,0.4276,26.858,25.434,28.283,8B+,-2.858
Boulder day,17,7A,0.1718,0.5222,0.8931,0.6102,23.018,20.985,25.051,7C+,-5.018
Late Night Show,23,7A+,3.6072,1.4188,-0.4391,0.5822,20.754,18.814,22.693,7B+,-1.754
M'raut stand,14,7B,1.1500,0.9169,0.6039,0.6787,22.527,20.265,24.788,7C+,-2.527
L'inattendue,2,8A,0.5693,1.5496,4.6024,1.0358,29.324,25.873,32.775,8C+,-5.324
Well the wellness,9,7C+,1.9656,0.8700,3.4664,0.4698,27.393,25.828,28.958,8B+,-4.393
Eco mostro,19,6C+,0.2314,0.4600,-0.9943,0.5315,19.810,18.039,21.581,7B,-2.810
Cosmic Chaos,11,8B,3.7474,0.9843,2.4231,0.6827,25.619,23.344,27.894,8B,+0.381
Diagon Haley,2,7A,0.4340,1.0063,2.4028,0.6752,25.585,23.335,27.835,8B,-7.585
Super Size Me,10,7A+,1.2757,0.7952,1.7713,0.5598,24.511,22.646,26.376,8A+,-5.511
Hombre de mierda,48,7A,1.3888,0.4479,-1.8612,0.3781,18.336,17.076,19.596,7A,-0.336
La dance sit,10,7C+,1.3383,0.8356,3.5384,0.4320,27.515,26.076,28.955,8C,-4.515
Doctor small,48,7A,1.5097,0.4028,0.3586,0.3165,22.110,21.055,23.164,7C,-4.110
Murphy's low,7,7C+,4.0796,1.5161,3.7345,0.6721,27.849,25.609,30.088,8C,-4.849
Nano Sex,13,8A,0.8149,0.7009,3.1112,0.5007,26.789,25.121,28.458,8B+,-2.789
Never ending story 1,32,8A+,8.1704,1.2234,2.9714,0.2472,26.551,25.728,27.375,8B+,-1.551
Pebble Problem,31,6B+,0.4110,0.3831,-1.8404,0.5610,18.371,16.502,20.241,7A,-3.371
Captain Hook,1,7B,0.1486,2.1808,2.5580,1.8224,25.849,19.776,31.921,8B,-5.849
One inch punch,5,7C+,3.8618,1.6393,3.2904,0.7910,27.094,24.458,29.729,8B+,-4.094
N.N. (Block 13 n 5),1,7B,1.1169,2.0497,2.7817,1.2351,26.229,22.113,30.344,8B,-6.229
Coyote corner,14,6C+,0.0294,0.7563,-2.5077,0.6428,17.237,15.095,19.379,6C+,-0.237
Right hand of Darkness Low,2,8A+,1.4545,1.7711,5.1673,0.7344,30.284,27.837,32.732,30.284441629604213,-5.284
Diesel power sit,19,8A,2.0095,0.6553,3.2220,0.3669,26.977,25.755,28.200,8B+,-2.977
Golden Feet,10,7B,0.9788,0.6784,2.3564,0.4674,25.506,23.949,27.063,8B,-5.506
Wild Child,60,7B,5.5778,1.3171,-0.8036,0.3489,20.134,18.971,21.296,7B,-0.134
Cafelat e campari stand,43,7A+,2.1254,0.4071,-1.3695,0.4158,19.172,17.786,20.557,7A+,-0.172
N.N. 81,1,7B,0.0378,1.5864,4.8389,1.1257,29.726,25.975,33.477,29.726109560631247,-9.726
Euro millions (sd),12,7B,0.9889,0.5525,0.4462,0.6425,22.259,20.118,24.399,7C,-2.259
Great delux,1,7B,0.7158,1.6972,4.5594,1.0958,29.251,25.600,32.902,8C+,-9.251
Slabjack,36,7A+,0.9474,0.3534,0.1300,0.3898,21.721,20.422,23.020,7C,-2.721
Pure Addiction,24,8A+,6.1924,1.1100,3.4956,0.3595,27.443,26.245,28.640,8B+,-2.443
Fontainebluff,4,8A,1.2168,1.4515,2.2336,0.8830,25.297,22.355,28.239,8A+,-1.297
Trois siècles d'amour,50,6C+,0.4582,0.2390,-3.8480,0.3443,14.958,13.811,16.106,6B+,+2.042
Conquistadors Direct,16,8A+,5.9666,1.3047,4.0154,0.3777,28.326,27.068,29.585,8C,-3.326
Jyabara,13,8B,4.6397,1.0072,4.3420,0.3646,28.881,27.667,30.096,8C+,-2.881
Toccami / Toccami tutta Stand Start,55,7A,1.9663,0.3744,-1.4759,0.3405,18.991,17.857,20.126,7A+,-0.991
Kernfusion,10,7A,0.7175,0.9494,-0.5947,0.8305,20.489,17.722,23.256,7B,-2.489
Silenzio assordante,18,7B,2.2255,0.7727,-0.5594,0.5221,20.549,18.809,22.289,7B+,-0.549
Acrobat,19,7A+,2.2582,0.7754,0.2552,0.5050,21.934,20.251,23.617,7C,-2.934
The electric company,20,8A+,5.0876,1.2172,3.7164,0.3584,27.818,26.624,29.012,8C,-2.818
The right hand of darkness low start,5,8A+,3.2942,1.3617,4.7674,0.4973,29.605,27.948,31.262,29.604638479982633,-4.605
Dinamici e concreti,5,8A,1.5202,1.2931,4.4462,0.5850,29.059,27.109,31.008,8C+,-5.059
Supertramp,8,7C+,3.6859,1.6651,2.4782,0.6042,25.713,23.700,27.726,8B,-2.713
Don Trombetta,50,7A,0.9707,0.3964,-0.1011,0.3205,21.328,20.260,22.396,7B+,-3.328
El Toro,57,8A+,8.4201,1.1346,1.1047,0.3731,23.378,22.135,24.621,7C+,+1.622
Super Tramp,23,7C+,4.3090,0.8770,1.6860,0.3990,24.366,23.037,25.696,8A,-1.366
Herr Schöpft,1,8A,0.1613,2.1995,4.1503,1.3653,28.555,24.006,33.105,8C+,-4.555
Foxy Lady (dyno),33,8A,5.4900,0.9208,3.0713,0.2820,26.721,25.782,27.661,8B+,-2.721
coniglio in carozza,9,7C+,6.1853,1.4933,1.9224,0.6291,24.768,22.672,26.864,8A+,-1.768
Left hand of darknes stand,5,7C,1.8041,1.1239,4.0660,0.5632,28.412,26.536,30.289,8C,-6.412
Purity direkt,12,7A+,2.0854,0.8389,0.1879,0.4338,21.819,20.374,23.265,7C,-2.819
Tornado,2,8A,1.7240,2.0386,5.9549,0.8446,31.623,28.809,34.437,31.623386012104618,-7.623
Baked potato sit,1,8A,1.2512,2.2329,5.4280,0.9778,30.728,27.470,33.986,30.727609011907905,-6.728
Entourage,11,8A+,3.0369,0.8443,3.3018,0.5871,27.113,25.157,29.069,8B+,-2.113
Tomahawk sit,2,7B+,0.0354,0.9111,3.1717,0.6871,26.892,24.602,29.181,8B+,-5.892
Habanero,32,7A,0.0210,0.4099,-0.6279,0.4683,20.433,18.872,21.993,7B,-2.433
frank's seduto,8,8A+,3.8810,1.1089,4.0110,0.5491,28.319,26.489,30.148,8C,-3.319
I Portici,1,8A+,0.7969,1.8181,4.9318,1.2522,29.884,25.712,34.056,29.884089806846692,-4.884
Walk The Line,47,8A+,4.8418,0.5584,2.1320,0.3067,25.124,24.103,26.146,8A+,-0.124
Ajub,15,7A,0.0565,0.5039,0.3440,0.6496,22.085,19.921,24.249,7C,-4.085
Voxcanum,24,7A,1.5588,0.5378,-0.4744,0.6005,20.694,18.693,22.695,7B+,-2.694
Les feux de la vampe,4,8B,3.9955,1.6844,4.8593,0.6800,29.761,27.495,32.027,29.760781459237794,-3.761
Yoshi's Island,3,7C+,0.9505,1.4059,3.7847,1.0494,27.934,24.438,31.431,8C,-4.934
Sacré Sepou,3,7C,0.1428,1.0553,3.9039,0.8900,28.137,25.171,31.102,8C,-6.137
wally watcher,3,8A,2.2007,1.8648,4.8541,0.8302,29.752,26.986,32.518,29.752033815745158,-5.752
Poison,3,7C,1.0905,0.9729,3.0761,0.6874,26.729,24.439,29.020,8B+,-4.729
Fantoman sit,1,8A,0.3589,2.2443,5.0418,1.1187,30.071,26.343,33.799,30.07107888818949,-6.071
Qualipet right,1,7B,0.9225,1.6427,4.5151,0.9829,29.176,25.901,32.451,8C+,-9.176
Hineruage / Deep Red,27,8A,5.4880,0.7317,3.3038,0.3373,27.116,25.993,28.240,8B+,-3.116
Schwabengas,23,6C,1.0426,0.6240,-3.0441,0.4592,16.325,14.795,17.855,6C,-0.325
Purity left,3,7B,3.2753,2.1639,1.8279,1.1047,24.607,20.927,28.288,8A+,-4.607
Tricky,1,7C+,1.6941,2.0898,5.1853,1.3197,30.315,25.918,34.712,30.314950652265026,-7.315
The Power of the 3,4,7C,2.0341,2.0351,1.8221,0.7921,24.598,21.958,27.237,8A+,-2.598
Soft Touch,72,6B,0.9100,0.2522,-4.8144,0.3053,13.316,12.298,14.333,6A+,+0.684
Schlonziges Wiener Schmankerl Sit,39,8A+,4.3261,0.6263,2.9040,0.3121,26.437,25.397,27.477,8B,-1.437
Pinterest,34,6C,0.0165,0.3951,-3.0989,0.5182,16.232,14.505,17.958,6C,-0.232
